text,label,
"OMG, your support team sucks. overbilling has been dragging on for WEEKS now. Fix it NOW!",Highly Dissatisfied,
"This billing issue has required two follow-ups, and it still hasn't been fixed.",Dissatisfied,
What kind of joke is this? Your service is an absolute disaster!,Highly Dissatisfied,
"The billing error was a little frustrating, but it?s nothing that can?t be addressed.",Slightly Dissatisfied,
need help removing several products from order ,Neutral,
"Package was missing stuff, and that's really annoying.",Dissatisfied,
need help cancelling order ,Neutral,
How is this even allowed? Your service is downright atrocious!,Highly Dissatisfied,
"It was decent enough, but the updates weren't frequent enough.",Slightly Dissatisfied,
I can't thank you enough for such a stellar experience.,Satisfied,
I need to update order ,Neutral,
"Not a disaster, but this experience was far from smooth.",Slightly Dissatisfied,
how to change order ?,Neutral,
"Nice, but not as expected",Slightly Dissatisfied,
I'm so fed up with this! It shouldn't be this difficult to get an answer about my unexpected charges!,Highly Dissatisfied,
The computer/self-service isn't working but no one is around to help me. There's never enough staff rostered.,Highly Dissatisfied,
help editing purchase ,Neutral,
"After two follow-ups, the billing issue is still unresolved.",Dissatisfied,
"The damaged item isn?t what I wanted, but it?s still okay for now.",Slightly Dissatisfied,
I was somewhat let down by refund processing.,Slightly Dissatisfied,
"Return process felt a bit sus, not entirely cool with it.",Slightly Dissatisfied,
add article to order ,Neutral,
No complaints at all.the missing items were handled perfectly. Keep it up!,Satisfied,
"This is ridiculous! I've asked about my service activation delay multiple times, and no one can give me a straight answer!",Highly Dissatisfied,
Thank you for fixing the missing items in record time.fantastic service!,Satisfied,
"I think damaged item received could've been handled better. It's not terrible, but it's not great.",Slightly Dissatisfied,
Absolutely ridiculous! refund request is still unresolved after 10 days. Do I need to beg now?,Highly Dissatisfied,
The delay in delivery wasn't what I'd hoped for.,Slightly Dissatisfied,
I'm very upset with the unreasonable delay in delivery.,Dissatisfied,
The courier left the package outside without ringing the bell. Please address this.,Slightly Dissatisfied,
"The service activation delay was okay, but it could've been better in some aspects.",Neutral,
Happy with the support I got for service activation delay. Appreciate the quick resolution.,Satisfied,
"I intend no criticism, but the handling of my membership cancellation wasn't as professional as it should have been.",Dissatisfied,
This service was leagues ahead of what I was expecting.,Satisfied,
The customer service was perfect. Great job!,Satisfied,
Exceeded my expectations!,Satisfied,
"Order delivery? Mid. Expected faster, tbh.",Slightly Dissatisfied,
Why does resolving this billing mistake feel impossible? Do your job!,Highly Dissatisfied,
help correcting order ,Neutral,
"While I don't want to complain, the way my membership cancellation was managed fell short.",Dissatisfied,
"The process was fair, but the return side didn't completely satisfy me.",Slightly Dissatisfied,
modify order370795561790,Neutral,
"Not bad, but receiving the wrong item could?ve been avoided with better attention.",Slightly Dissatisfied,
My issue was resolved far sooner than I thought it would be.,Satisfied,
I'm done with this. Fix your shit or quit pretending to be a tech company.,Highly Dissatisfied,
"The product works, but honestly, it's not worth the premium price I paid.",Slightly Dissatisfied,
"long wait times was delayed, but at least the product works well. Can't complain much.",Neutral,
"This is outrageous! I've been waiting for 7 days, and still no update on my long wait times for support.",Highly Dissatisfied,
Thank you for resolving the bugs so quickly; the website experience is much improved!,Satisfied,
The customer service rudeness wasn't resolved properly. I expected better support.,Dissatisfied,
 This experience was all over the place. Not cool.,Dissatisfied,
Misleading,Dissatisfied,
The refund process was handled flawlessly.thank you!,Satisfied,
I'm fed up! I shouldn't have to keep asking about these charges with no response!,Highly Dissatisfied,
how to switch an item of purchase ,Neutral,
This level of incompetence is shocking. Worst service ever!,Highly Dissatisfied,
"Real talk, the membership cancelation could've been handled way smoother.",Dissatisfied,
The experience with billing errors was neutral.,Neutral,
"It's been decent so far, though the wait times have been a bit frustrating.",Neutral,
Amazing,Satisfied,
Is there any update you can share about the malfunction in my product?,Neutral,
I was hoping for a quicker resolution to my damaged item received. Slightly let down.,Slightly Dissatisfied,
I neither liked nor disliked the product quality.,Neutral,
It's disappointing that my problem doesn't appear to be a priority for you.,Dissatisfied,
This is absolutely pathetic. Can't believe you're still in business.,Highly Dissatisfied,
How has this refund request not been resolved yet? This is unacceptable!,Highly Dissatisfied,
"Just being real, canceling the membership didn't go down smoothly.",Dissatisfied,
The login inconvenience is disrupting my account access. Kindly fix it soon.,Dissatisfied,
This is completely unacceptable! I paid for delivery and got nothing but problems!,Highly Dissatisfied,
help me edit purchase ,Neutral,
"It's been 5 days, and I'm still clueless about when my order will arrive!",Highly Dissatisfied,
Thanks for resolving the issue with such speed.truly appreciated!,Satisfied,
Excellent,Satisfied,
"Thought I was chill with the return process, but nah, it's whack.",Dissatisfied,
can I modify purchase ?,Neutral,
I'm happy with the support I received regarding customer service rudeness.,Satisfied,
"There were some unexpected issues with the product, which was disappointing.",Slightly Dissatisfied,
The experience with product quality was not up to the mark.,Dissatisfied,
"Meh, it's fine. long wait times wasn't ideal, though it's not a dealbreaker.",Slightly Dissatisfied,
"website navigation was handled very well, I'm satisfied.",Satisfied,
"Not to sound negative, but the cancellation process for my membership didn't seem professional.",Dissatisfied,
"This is outrageous! I've been waiting for 2 days, and still no update on my refund request.",Highly Dissatisfied,
 The return process left me feeling frustrated and dissatisfied.,Dissatisfied,
"Meh, it's fine. subscription cancellation issues wasn't ideal, though it's not a dealbreaker.",Slightly Dissatisfied,
need to edit order113542617735902 how to do it,Neutral,
"I don't mean to be negative, but the membership cancellation wasn't handled as professionally as expected.",Dissatisfied,
All my items were wrong. This is ridiculous. Can you sort this out in one go?,Highly Dissatisfied,
I'm glad the login issue was handled so well.excellent work!,Satisfied,
"Return process was alright, but I'm still not entirely sold.",Slightly Dissatisfied,
I'm furious! Fix this billing mistake now.it's been dragging on too long!,Highly Dissatisfied,
 It felt like the process was overly complicated for no reason.,Dissatisfied,
Total disaster,Highly Dissatisfied,
You guys raised the price? Not feeling that at all.,Dissatisfied,
"Kinda disappointed, not gonna lie.",Slightly Dissatisfied,
Thought y'all would handle this quicker. Kinda let me down.,Dissatisfied,
"I found some outdated information, which was confusing.",Dissatisfied,
I appreciate how quickly the product was fixed.great service!,Satisfied,
"It's been weeks, and this overbilling issue is still unresolved. What are you doing?",Highly Dissatisfied,
Thank you for ensuring my order arrived so promptly!,Satisfied,
i have to change purchase  i need assistanmce,Neutral,
"I've called multiple times, but no one has gotten back to me about my refund.",Dissatisfied,
"This is outrageous! I've been waiting for 7 days, and still no update on my billing error.",Highly Dissatisfied,
Please let me know if there's any progress with my refund request.,Neutral,
How is this refund process so inefficient? I'm beyond frustrated!,Highly Dissatisfied,
Absolutely ridiculous! missing items in order is still unresolved after 7 days. Do I need to beg now?,Highly Dissatisfied,
Your team really went the extra mile! Thanks for resolving my query so quickly.,Satisfied,
I expected better service. customer service was below par.,Dissatisfied,
I'm delighted with how quickly my issue was taken care of.,Satisfied,
can I update purchase ?,Neutral,
